GenID,Fitness,WorkerLim,SoldierLim,AttackThres,DefRatio,BarrackCount,EcoBias,FarmT,WoodT,StoneT,HouseBuf,TowerPos,BaseDef,SaveThres,Bloodlust
0,52230.00,34.05,39.73,4.30,33.47,32.56,23.73,28.31,8.76,22.72,20.95,1.86,21.40,1.26,28.63
1,53050.00,4.68,6.78,23.03,26.49,19.20,14.22,26.98,5.62,40.00,0.07,16.50,8.01,35.09,12.65
2,53050.00,4.68,6.78,23.03,26.49,19.20,14.22,26.98,5.62,40.00,0.07,16.50,8.01,35.09,12.65
3,53050.00,4.68,6.78,23.03,26.49,19.20,14.22,26.98,5.62,40.00,0.07,16.50,8.01,35.09,12.65
4,53050.00,4.68,6.78,23.03,26.49,19.20,14.22,26.98,5.62,40.00,0.07,16.50,8.01,35.09,12.65
5,53050.00,4.68,6.78,23.03,26.49,19.20,14.22,26.98,5.62,40.00,0.07,16.50,8.01,35.09,12.65
6,53390.00,23.86,0.00,0.00,32.28,0.00,25.61,29.00,6.39,0.00,13.76,0.00,1.54,22.61,30.62
7,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
8,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
9,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
10,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
11,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
12,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
13,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
14,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
15,54230.00,0.00,33.41,0.00,12.79,29.54,21.08,37.55,35.81,20.22,0.00,15.45,0.00,37.59,23.27
16,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
17,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
18,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
19,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
20,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
21,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
22,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
23,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
24,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
25,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
26,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
27,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
28,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
29,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
30,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
31,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
32,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
33,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
34,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
35,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
36,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
37,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
38,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
39,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
40,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
41,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
42,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
43,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
44,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
45,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
46,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
47,55990.00,20.65,0.00,0.00,40.00,16.26,40.00,31.06,14.19,30.06,1.12,0.00,0.00,40.00,0.00
